"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
1077,12/31/2024 0:00:00,536,"254900N8Sl6247A0W569","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2024  5:00AM","","","","","","","","","","","","","","","","",""
1080,12/31/2024 0:00:00,537,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1086,12/31/2024 0:00:00,541,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1108,12/31/2024 0:00:00,552,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1111,12/31/2024 0:00:00,554,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1113,12/31/2024 0:00:00,555,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1115,12/31/2024 0:00:00,556,"254900VUE5T1INQKZ414","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
1117,12/31/2024 0:00:00,557,"2549008YEXLNFKLF7548","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Jan 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
1125,12/31/2024 0:00:00,560,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","","","","","","","","","","",""
1127,12/31/2024 0:00:00,561,"549300V68FAQU1OE7F25","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1129,12/31/2024 0:00:00,563,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1130,12/31/2024 0:00:00,564,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1131,12/31/2024 0:00:00,565,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","1","","1","","","","1","","1","",""
1133,12/31/2024 0:00:00,567,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1134,12/31/2024 0:00:00,568,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1148,12/31/2024 0:00:00,575,"254900J5OSYRB4AN2309","1","0","0","0","1","0","0","0","1","0","0","0","1","1","1","Jan 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
1157,12/31/2024 0:00:00,581,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1166,12/31/2024 0:00:00,585,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1167,12/31/2024 0:00:00,586,"","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1172,12/31/2024 0:00:00,589,"549300LTRS8FKSV4HF28","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1199,12/31/2024 0:00:00,599,"549300LGE7I6F2K89769","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2024  5:00AM","","","","","","","","","","","","","","","","",""
1204,12/31/2024 0:00:00,603,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1207,12/31/2024 0:00:00,604,"254900KD58MIT0K3NP70","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","","1","1","1","1","","1","1","1","1","","","1","1","1","1","1",""
1236,12/31/2024 0:00:00,615,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1239,12/31/2024 0:00:00,616,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1245,12/31/2024 0:00:00,619,"549300UYF8OQLB7L7745","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  6:00AM","","","","","","","","","","","","","","","","",""
1248,12/31/2024 0:00:00,620,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1251,12/31/2024 0:00:00,622,"254900JS5SVEQWC9SC57","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1257,12/31/2024 0:00:00,623,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1261,12/31/2024 0:00:00,625,"549300CHR7TPQ6LLXG47","1","0","0","0","1","1","1","0","0","0","1","1","1","1","1","Feb 29 2024  5:00AM","","","","","","","","","","","","","","","","",""
1263,12/31/2024 0:00:00,627,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1273,12/31/2024 0:00:00,632,"","1","1","0","0","1","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
1282,12/31/2024 0:00:00,635,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1309,12/31/2024 0:00:00,647,"98450057741D3B36B015","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb  5 2025  5:00AM","","","","","","","","","","","","","","","","",""
1339,12/31/2024 0:00:00,664,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1343,12/31/2024 0:00:00,665,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1344,12/31/2024 0:00:00,666,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1351,12/31/2024 0:00:00,670,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1352,12/31/2024 0:00:00,671,"2549006MS554K1PP0026","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1364,12/31/2024 0:00:00,676,"549300B86Q2KK5MQXB44","1","0","0","0","0","0","0","0","1","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
1367,12/31/2024 0:00:00,677,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1397,12/31/2024 0:00:00,689,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1399,12/31/2024 0:00:00,690,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1401,12/31/2024 0:00:00,691,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","1","1","",""
1404,12/31/2024 0:00:00,692,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1407,12/31/2024 0:00:00,694,"25490008Z6OW7HHL6478","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 12 2024  5:00AM","","","","","","","1","","1","","","","","","","",""
1409,12/31/2024 0:00:00,695,"549300SLOQGL2LEMSD33","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  7 2024  7:00AM","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
1410,12/31/2024 0:00:00,696,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1427,12/31/2024 0:00:00,702,"54930030UYPZM65LOF37","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","Jan 25 2024  5:00AM","","","","","","","","","","","","","","","","",""
1438,12/31/2024 0:00:00,707,"5493008WHMQTG21UHU90","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Feb 28 2024  8:00AM","1","1","1","1","1","","","","","","","1","1","1","1","1",""
1454,12/31/2024 0:00:00,712,"549300RKVDUINI2A8Y77","1","1","1","1","1","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
1457,12/31/2024 0:00:00,713,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1461,12/31/2024 0:00:00,714,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1463,12/31/2024 0:00:00,716,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1472,12/31/2024 0:00:00,722,"5493004JGZVB2EPI6W51","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2024  5:00AM","","","","","","","","","","","","","","","","",""
1476,12/31/2024 0:00:00,723,"549300FL5GANFX0HMU45","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","Feb  1 2024  5:00AM","","","","","","","","","","","","","","","","",""
1493,12/31/2024 0:00:00,732,"254900BBEPZS8MDE1S61","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Jan 19 2024  8:00AM","","","","","","","","","","","","","","","","",""
1499,12/31/2024 0:00:00,735,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
1509,12/31/2024 0:00:00,741,"549300DV2WBWN5ZEMV06","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Jan 28 2025  5:00AM","","","","","","","","","","","","","","","","",""
1520,12/31/2024 0:00:00,743,"5493007669OVCSCATP45","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","Feb  6 2024  5:00AM","","","","","","","","","","","","","","","","",""
1542,12/31/2024 0:00:00,753,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1546,12/31/2024 0:00:00,755,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1558,12/31/2024 0:00:00,761,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1584,12/31/2024 0:00:00,771,"549300NRFBF7DSU0LE80","1","0","1","0","1","0","0","1","0","0","0","0","1","1","1","Feb  9 2024  6:00AM","","","","","","","","","","","","","","","","",""
1599,12/31/2024 0:00:00,778,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1601,12/31/2024 0:00:00,780,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","","","","","","","","","","",""
1607,12/31/2024 0:00:00,784,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
1621,12/31/2024 0:00:00,792,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1644,12/31/2024 0:00:00,803,"549300WK15ESCDNJ5M35","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1","Feb  9 2024  5:00AM","","","","","","","","","","","","","","","","",""
1646,12/31/2024 0:00:00,805,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1658,12/31/2024 0:00:00,812,"549300XC63WNGFOIVV43","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1660,12/31/2024 0:00:00,813,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1665,12/31/2024 0:00:00,816,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1669,12/31/2024 0:00:00,817,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1682,12/31/2024 0:00:00,820,"54930072OCHTUJOZQB56","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","Feb 26 2024  6:00AM","","","","","","","","","","","","","","","","",""
1717,12/31/2024 0:00:00,834,"5493004NKDOFN55L5X23","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 19 2024 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1718,12/31/2024 0:00:00,835,"5493005VBGFDRV6FSU19","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","Feb 29 2024 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1719,12/31/2024 0:00:00,836,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1725,12/31/2024 0:00:00,838,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1726,12/31/2024 0:00:00,839,"549300194LW0QMECAH75","1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","Feb 28 2024  6:00AM","","","","","","","","","","","","","","","","",""
1729,12/31/2024 0:00:00,841,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1733,12/31/2024 0:00:00,843,"549300DSPT6YGS1ZLR56","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2024 10:00AM","1","","","1","1","1","","","1","1","","1","1","1","1","1",""
1739,12/31/2024 0:00:00,845,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1750,12/31/2024 0:00:00,850,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1759,12/31/2024 0:00:00,851,"549300U001ZTHCHO4196","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","Feb 14 2024  5:00AM","","","","","","","","","","","","","","","","",""
1784,12/31/2024 0:00:00,858,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","1","","","1","1","1","","","1","","","1","","","1","",""
1785,12/31/2024 0:00:00,859,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
1788,12/31/2024 0:00:00,861,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
1792,12/31/2024 0:00:00,863,"54930020NKD4V7LL4W50","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","1","1","","","","1","1","","","","","1","1","",""
1810,12/31/2024 0:00:00,868,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1815,12/31/2024 0:00:00,872,"549300Z6QWABFYI73E79","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","Feb 21 2023 10:00AM","1","1","1","1","1","1","","","1","","","1","","","1","1",""
1817,12/31/2024 0:00:00,873,"","1","0","0","0","0","0","0","1","0","0","0","0","","","","","1","","","1","","","","","","","","","","","","",""
1821,12/31/2024 0:00:00,874,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
1827,12/31/2024 0:00:00,876,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1829,12/31/2024 0:00:00,877,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1830,12/31/2024 0:00:00,878,"549300ZJ5NAXZUN3VF05","1","1","0","0","0","0","0","0","0","0","1","1","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
1838,12/31/2024 0:00:00,881,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","","","",""
1845,12/31/2024 0:00:00,883,"549300TT6197INLGZW29","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb  6 2024 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
1851,12/31/2024 0:00:00,885,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1866,12/31/2024 0:00:00,892,"","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1869,12/31/2024 0:00:00,895,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
1870,12/31/2024 0:00:00,896,"5493004GLBFX54XHLN54","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
1879,12/31/2024 0:00:00,902,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
1880,12/31/2024 0:00:00,903,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","","","","","","","1","","","1","",""
1882,12/31/2024 0:00:00,904,"254900ON5KYAZSCPF582","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2024  5:00AM","","","","","","","","","","","","","","","","",""
1888,12/31/2024 0:00:00,906,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2025  6:00AM","","","","","","","","","","","","","","","","",""
1904,12/31/2024 0:00:00,909,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
1909,12/31/2024 0:00:00,911,"2549009PZCHF8GGHET49","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2024  8:00AM","","","","","","","","","","","","","","","","",""
1911,12/31/2024 0:00:00,912,"254900VZM7V5ZDUJAQ32","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 21 2025  5:00AM","","","","","","","","","","","","","","","","",""
1941,12/31/2024 0:00:00,927,"549300CYYO0YQ3EVCV77","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 13 2024  6:00AM","","","","","","","","","","","","","","","","",""
1961,12/31/2024 0:00:00,936,"549300JD50LHLWMWPN92","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 23 2024 10:00AM","1","","","1","","1","","","1","","","1","","","1","",""
